ids,smiles,inchikey_wo_last
LTS0041996,CC(=O)OCC1=CC(O)C2(C(O)C=C(C)CCC=C(C)CCC=C(C)C)OC2C1=O,OUUYOSHMEUTHAG-UHFFFAOYSA-
CNP0588958.0,CCCCCCCCCC1=C(O)C(=O)C=C(OCC)C1=O,RSVNINNJPFUODP-UHFFFAOYSA-
CNP0203059.1,COc1cc(OC)c2C(=O)[C@@]3(Oc2c1Cl)C(=O)C=C(Nc1ccc(-c2n[nH]c(-c4ccccn4)n2)cc1)C[C@H]3C,KFFCUMFKMZGPDW-HOLBHBGLSA-
CNP0400060.1,COC(=O)c1ccc2c(c1)nc1COC[C@H](CNCc3ccc(C(=O)O)cc3)n12,HNIJEFWUIARYQA-INIZCTEOSA-
CNP0357108.1,CCCCCCCCCC(=O)C[C@@H]1C2=COC(C)=CC2=C(C(=O)O)C(=O)[C@]1(C)O,AJKGLEOTKABQHD-AUSIDOKSSA-
CNP0558890.0,COc1ccc(NS(=O)(=O)c2n[nH]cc2C(=O)NCCc2ccccc2)cc1,OKLQYRBRXOZMPG-UHFFFAOYSA-
CNP0374615.1,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)Oc1cc2c(cc1Cl)c(C)cc(=O)o2,MTHQIRFWDQUMGZ-AWEZNQCLSA-
CNP0188950.1,CCCCCCCCCCCCCC/C(=C/[C@H](O)CCCCCCCCCCCCC(C)C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,DOFJJYDUIKJVER-ZZZATRMVSA-
LTS0062726,CC(C)[C@H]1[C@@H]2OC(=O)[C@H]1[C@@H]1CC[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)[C@H]2O,JEPAHIDPGWPTQK-QPJLQBPISA-
LTS0166510,C=C1CCC2C(C)(CCC3C(C)(COC(C)=O)CC(OC(C)=O)CC32C)C1C(=O)OC(CO)CO,ODEGJBJDFABXMQ-UHFFFAOYSA-
CNP0284152.2,COc1ccc(S(=O)(=O)N2CCCC3=CC4CC(CN5CCCC[C@H]45)[C@@H]32)cc1,OEHFYGYYYQJAMU-ODMAOCJESA-
CNP0058530.1,CCCCCC=CCC=CCC=CCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCC=CCCCCCC,QSKMJKJFYUTBEY-LDLOPFEMSA-
CNP0314721.1,C1=C[C@H]2c3ccccc3N[C@H]2CC1,KZMXLSSGYPWVTP-JQWIXIFHSA-
CNP0546050.1,C[C@@]12C(O)=NC(=O)[C@]1(CO)[C@H]1CC[C@@H]2O1,YFPSPJLMOAVHRT-ZRVLKLQWSA-
CNP0366251.2,CC1(C)Oc2ccccc2[C@H]2O[C@](C)(C#CCN(Cc3ccccc3)Cc3ccccc3)CC[C@H]21,FICLHMZQURYKDA-BHYWQNONSA-
CNP0142296.1,C/C=C(\C)C(=O)OC[C@@]12[C@H](CCC[C@]1(O)CO)[C@@](C)(CCC1=CC(=O)OC1)[C@H](C)C[C@@H]2O,MIOANCGOVTTWSH-DONKYKGPSA-
CNP0339384.1,C/C=C/C(=O)[C@@H]1O[C@H](/C=C/C#Cc2cccs2)CC[C@H]1OC,ITRHTRUTSDKDLI-PIXXTNFSSA-
LTS0221109,OCC1(O)COC(OCC2OC(OCCc3c[nH]c4ccccc34)C(O)C(O)C2O)C1O,NDDBEAIQQPPQDA-UHFFFAOYSA-
CNP0463770.2,C/C(CO[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O)=C1/CC[C@]23CO[C@H](C2)[C@@](O)(C(=O)O)CC[C@@H]13,QLSXNXRYJXWSQP-AEBWUHONSA-
CNP0573105.1,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,ZVCNHDAJMAOAHV-XJVPCVJCSA-
CNP0252034.1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]4CC[C@]5(O[C@@H]6C[C@H](C)CN[C@H]6[C@H]5C)C(C)=C4C(=O)[C@@H]32)C1,UQVIFHXKIPQADQ-RTVVJHDTSA-
CNP0431595.2,Cc1cc(/C=C2/C(C(=O)O)=NCC[C@H]2O)c2c(C)ccc(C(C)C)cc1-2,MOZCWBRWPVIUSL-WAGPWIPHSA-
CNP0265488.1,CO[C@H]1O[C@]2(CC[C@H]1C)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,HOLQVKHMRPVKIZ-LFLZMPDASA-
CNP0569090.2,CCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C,KTMSYKJLZSLKST-KRIWGXSWSA-
CNP0250583.4,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@@H](O)c1ccccc1,MXYUKLILVYORSK-PWRODBHTSA-
CNP0140535.1,COc1ccc(C(=O)O[C@H]2C[C@@](C)(O)CC(=O)[C@]3(C)[C@@H]2[C@](O)(C(C)C)C[C@H]3OC(C)=O)cc1,LUQKSULNNAXJGH-GVLQAJRISA-
CNP0200172.4,CC(=O)OC[C@H]1O[C@H](O[C@@]2(COC(C)=O)O[C@@H](COC(=O)/C=C/c3ccccc3)[C@H](O)[C@@H]2OC(=O)/C=C\c2ccccc2)[C@H](OC(C)=O)[C@@H](O)[C@@H]1OC(C)=O,KUZYDHCVYKUFKF-FVGIUURHSA-
CNP0145896.1,COc1c(C(C)C)cc(O)c2c1CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3,YQHBJMHUMJXFDN-KKSFZXQISA-
CNP0513556.1,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,AQUHVGHTBSILQP-FKZIQONFSA-
CNP0388211.0,COC(=O)COc1ccccc1C1CC(=O)Oc2ccc3C(=O)C(=Cc4ccc(OC)c(OC)c4)Oc3c21,RJJLUMTWXPDZME-UHFFFAOYSA-
CNP0597730.0,Cc1cccn2cc(C)[n+](CC(=O)c3ccc(I)c([N+](=O)[O-])c3)c12,LNEFVGBRQAULEU-UHFFFAOYSA-
LTS0028286,O=C1CC(O)C2OC(c3ccccc3)C(O)C2O1,GYCYBXCAAVSCJA-UHFFFAOYSA-
CNP0215551.2,Cc1cc(O)cc2c1[C@@H]1O[C@@](C)(Cc3cc4c(C(=O)c5c(O)cc(O)cc5C4(C)C)c(O)c31)O2,MDUGEFRGUDVHQH-BDYUSTAISA-
CNP0265361.3,CCOC(=O)CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@@H]3CC(=O)[C@@]21C,JOLKBUSRBZYZEH-AGOHOTBSSA-
CNP0242371.1,C=C(C)[C@@H]1CC[C@](C)(O)[C@H]2CC[C@](C)(O)[C@H]2C1,RQHOQQOEZPFYTD-QTVXIADOSA-
CNP0477938.0,Cc1c(Oc2ccccc2Br)c(=O)c2ccc(O)c(CN3CCN(CCO)CC3)c2o1,ZMEKEHVCIPUIMD-UHFFFAOYSA-
CNP0193017.2,C/C(=C\CC[C@](C)(O[C@H]1O[C@@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O)[C@H]1CC[C@@]2(C)[C@@H]1[C@@H](O)C[C@@H]1[C@]3(C)[C@H](CC[C@@]12C)C(C)(C)[C@@H](O)C[C@@H]3O)CO,UPFQIXOSFLDMMG-LLDBAMNMSA-
CNP0175547.1,O=C1C[C@@H](c2ccc(O)c(O)c2-c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)Oc2cc(O)cc(O)c12,HKNYTCUYDKOBHB-QFIPXVFZSA-
CNP0367987.4,CCCCCC(=O)N1c2ccccc2NC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@@H]1c1cc(OC)c(OC)c(OC)c1,RSJHOOMZERZSPH-NHRFMIRVSA-
CNP0331347.2,CCC[C@]12CN3C[C@](CCC)(C[N@@](C1)[C@]31C(=O)Nc3ccccc31)C2=O,OVZPELMJAIREHG-WKCHPHFGSA-
CNP0486049.1,COc1ncccc1CN1C[C@@H]2C[C@H](NS(C)(=O)=O)CN2C(=O)[C@@H]1CNC(C)=O,PWYDXLBBJOBQGK-JYJNAYRXSA-
CNP0192849.3,C/C=C\SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O,MUFSTXJBHAEIBT-CHICJEOWSA-
CNP0548522.0,O=C(Cc1ccc(Br)cc1)N1CCCCCC1,MDSQYPIECGFRON-UHFFFAOYSA-
CNP0575999.1,CCC1=NC=C(c2cccc([C@H](COC)Cc3c(O)c(OC)c(OCCCO)c4c3[o+]c(-c3ccc(O)cc3)[cH-]c4=O)c2)C1,GKRLMEMMMCMXDS-VWLOTQADSA-
CNP0461188.2,CC(=O)O[C@]1(C)C/C(=C\CC2CC(=O)NC(=O)C2)C(=O)[C@H](C)C1,OYHDNVYRXVFVIC-XXXSNJEDSA-
CNP0165500.1,C[C@@]12C=C(C=O)CC[C@H]1[C@@](C)(C(=O)O)CCC2,IFJPLGPKWWYSHR-BNOWGMLFSA-
CNP0298987.0,CCOC(=O)Cc1cc(=O)oc2cc3c(cc12)CCC(C)(C)O3,YKYOETIMUPIHCT-UHFFFAOYSA-
CNP0450758.1,CC(C)NC(=O)[C@H]1O[C@H](CCN2CCOCC2)CC[C@@H]1O,IXZGMGGZGMIGOM-IHRRRGAJSA-
CNP0298040.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,ZYURHZPYMFLWSH-UHFFFAOYSA-
CNP0181552.0,Cc1ccc(OCCNC(=O)C(=O)NCCC(C)C)cc1,NRLYXUSZNSYAJC-UHFFFAOYSA-
CNP0594335.1,CSc1cccc(NC(=O)[C@@H]2[C@@H]3C=C[C@]4(O3)[C@@H]2C(=O)N(Cc2ccc(Cl)cc2)[C@H]4C(=O)N[C@@H]2CCC[C@@H](C)[C@H]2C)c1,ZBINGEFLYRPERG-JWQJMYEFSA-
CNP0279203.2,COc1cc2c(c(O)c1OC)c(=O)c(-c1ccc(O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc1)co2,YIOGKKRAFIMIAE-GWIPIKLZSA-
CNP0198790.3,CC=C(C)CCC=C(C)C(=O)O[C@H]1CC2=C(OC1(C)C)C(=O)c1ccccc1C2=O,FJJLEZNYBRUPKT-FQEVSTJZSA-
CNP0017690.1,CC(=O)O/C=C(/C=C/O)[C@@H](O)C/C=C(C)/C=C/C=C(C)C,TVKVOBUBKTYTHF-YJNAFCCASA-
CNP0571915.1,C=C1CCCC(C)(C)[C@H]1CC/C(C)=C/CC/C(C)=C/C[n+]1cn(C)c2ncnc(N)c21,PPCBHTAMQFLZHZ-VTUSAZOXSA-
CNP0385592.2,CC[C@@H](C)[C@H](NC(=O)C1(c2ccccc2)CCN(C(=O)[C@@H]2CCCN2)CC1)C(=O)O,JCCFSXWMPAOQRM-NEWSRXKRSA-
CNP0158900.2,CCC(=O)O[C@H]1[C@H]2[C@H](OC(C)=O)[C@]34CO[C@@](C)([C@H]3[C@H](C(C)(C)OC(C)=O)C=C[C@@H]4OC(C)=O)[C@H](OC(=O)c3ccccc3)[C@]2(OC(C)=O)C[C@H]1C,LYOFMZYFNGVKDZ-PTXACTCYSA-
CNP0170622.0,CCCCc1ccc(N2COc3ccc4c(-c5ccccc5)cc(=O)oc4c3C2)cc1,ICLOGEVANMJESY-UHFFFAOYSA-
CNP0565822.0,CCN1C(=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,AGJZCWVTGOVGBS-UHFFFAOYSA-
CNP0135097.1,CCN(CC)CC[C@H]1CN(C(=O)Cc2ccccc2)CC[C@H]1CC(=O)O,UAFIYGWBZTUNIU-OALUTQOASA-
CNP0384900.0,COc1ccc2c(CNc3ccc(C)cc3C)cc(=O)oc2c1,ARPJSSAQFGBMGD-UHFFFAOYSA-
CNP0589278.0,O=[N+]([O-])CCCCCCCCCCC#CCCc1cccnc1,UUHRPODHDGXIPG-UHFFFAOYSA-
CNP0366321.3,CC(C)=CCCC1=CC[C@@H](COC(=O)Nc2ccccc2)[C@@H](C)C1,XYVMZXFVHJLCOA-HKUYNNGSSA-
CNP0212702.0,CCCCCCCCCCCCC=CCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCCC,CFFINJBSYKAYQJ-UHFFFAOYSA-
CNP0152650.0,CC(=O)c1c2OC(=O)CC(c3cc4ccccc4n(C)c3=O)c2c2oc(=O)cc(C)c2c1O,VZIYVOHZLHJZRN-UHFFFAOYSA-
CNP0227143.1,CC(C)[C@H]1NC(=O)[C@@H](C[C@]2(O)c3ccccc3N3C(=O)[C@@H](Cc4ccccc4)N[C@@H]32)NC1=O,DBNSETUPZTZJFY-BMKOKHFXSA-
CNP0529113.0,COc1ccc(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2cccc(Br)c2)cc1,DMQHBLITWVZVON-UHFFFAOYSA-
CNP0200427.1,COc1ccc(O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)c(C(=O)O)c1,AIPCQJMCAJYCGF-ZIKOTGLESA-
LTS0150760,O=C1OC(c2cccs2)c2cccc(O)c12,CLGIBOHWUJNNKL-UHFFFAOYSA-
CNP0112850.3,CN1CC2CC3=C(CC[C@@]45CC6[C@@H](C=C34)[C@]63CC[C@@]4(C[C@]67CC[C@@H]8C9(C)CCC[C@]8%10C(C6C[C@H]4C[C@H]7%10)N(C)C9)O[C@@H]53)[C@@](C)(C2)C1,MIQIFBIWUBAPTB-SCHRSORSSA-
CNP0231195.0,COc1ccc(-c2cc(=O)oc3cc(OCC(=O)NCCCC(=O)O)ccc23)cc1,LTJVDZZNWUQWSE-UHFFFAOYSA-
CNP0389110.0,CC(C)CNC(=O)CCc1nc2ccccc2n(C)c1=O,GDLLBGPMYROHSW-UHFFFAOYSA-
CNP0406540.0,COc1cccc(C=C2Oc3c(ccc4c3C(c3ccco3)CC(=O)O4)C2=O)c1OC,XBLSMUBYVPEZFK-UHFFFAOYSA-
CNP0581549.1,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,XPLVSHCCXPGEEX-WMNDHARXSA-
CNP0238241.2,C[C@H]1CCCCN1,NNWUEBIEOFQMSS-LURJTMIESA-
CNP0411122.0,CC(C)CCC(CCN1C(=O)C(C(N)=O)C2CC1(C)Oc1ccccc12)C1CCOC(C)(C)C1,VLOYXPCUPCFURE-UHFFFAOYSA-
CNP0563613.1,CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,TZCGKUHQZHBWHY-XPDJVYBSSA-
LTS0004052,CC1CC2(CC(C)C3C(CC4(C)C5CCC6C(C)(C)OC(=O)CC7OOC(CC34C)C5CC76O)O2)OC1=O,LJNJWDPGWKJSEY-UHFFFAOYSA-
LTS0251724,COc1cc(C=CC(=O)OCC2OC(Oc3ccc(-c4c(OC5OC(CO)C(O)C(O)C5O)c(=O)c5c(O)cc(OC6OC(CO)C(O)C(O)C6O)cc5o4)cc3)C(O)C(O)C2O)cc(OC)c1O,YFXMNIHFXNWSTL-UHFFFAOYSA-
CNP0552036.2,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,XRNNVNWZDQPSME-GNFJTHHVSA-
LTS0120236,CC1OC(OC2C(O)C(O)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,WHPIDVGBRVSPFI-UHFFFAOYSA-
CNP0420579.3,CCCCOC(=O)[C@H]1[C@H]2C(=O)N(Cc3ccco3)C[C@]23C=C[C@H]1O3,YFTJDKJZUDIPTE-ZXFNITATSA-
CNP0209176.0,CCCCC=CCCCCCCCCO,GSAAJQNJNPBBSX-UHFFFAOYSA-
CNP0165381.1,C/C=C\C[C@H](NC(C)=O)C(=O)O,BPJGGWBVULVVEV-AVALRIAPSA-
LTS0005266,O=C(OC1OC(CO)C(O)C2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC12)c1cc(O)c(O)c(O)c1,MBPYHNAWMKVREM-UHFFFAOYSA-
CNP0460642.2,COCC(=O)N[C@@H]1CO[C@@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1,OQHZUZPYEITGAL-KOZAUXTDSA-
CNP0402458.1,C/C=C1/N=C(\O)C2CSC(=N2)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)/N=C(\O)[C@H](C)/N=C(\O)[C@@H](O)COC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)O)/N=C(\O)C2CCCCN2C1=O,IZOPWWYKURDOPQ-HWIBRKAVSA-
CNP0411390.1,O=C(CCCc1c[nH]c2ccccc12)NCCN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,KCHXRLRYCIXUIB-AZUAARDMSA-
CNP0256308.0,C=C1C(OC(=O)C(C)=CC)C2OC2C2(C)CCC3C(C)C(=O)OC3C12,ODFNHKKHGWZMDR-UHFFFAOYSA-
LTS0269149,C/C(=C/C(C(C)C)N(C)C(=O)C(NC(=O)C1N(C)Cc2c(c3ccccc3n2C)C1(C)C)C(C)(C)C)C(=O)O,DTDKDYCVVOKSAV-MNDPQUGUSA-
LTS0219839,CC(C)=CCc1c(O)c(CC=C(C)C)c2OCC(c3ccc(O)c(O)c3)C(=O)c2c1O,MUISDLZQMBDTJL-UHFFFAOYSA-
CNP0143008.3,COCO[C@@H]1C=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@](C)(O5)[C@@H]1O,WVIJKZGJRVKCQR-FGHYJLITSA-
CNP0563294.1,C[N+]1=CN[C@H](C(=O)[O-])C[C@@]1(C)COC(=O)c1cc(Br)c[nH]1,JLVBXJHKBZBAHE-GWCFXTLKSA-
CNP0133726.1,C[C@H]1[C@H](O)CC[C@H]2C[C@H](CCCCCCC[C@@H](O)CC(=O)O)C=CN21,ZLNYRERDDPYJNH-ZWJWXYIHSA-
CNP0164997.2,CCC[C@H]1O[C@H](CC(N)=O)C[C@]23OC12C(=O)c1c(O)cc(OC)cc1C3=O,BVHMHHVRJIFURL-MMGVUTACSA-
CNP0013190.2,C#C[C@H]1CN2CC[C@H]1C[C@@H]2CNC(=S)NCc1ccco1,ARVCTMNPHCAYHJ-MELADBBJSA-
CNP0361268.3,CC(C)NC[C@H](O)C(=O)N[C@H](C)[C@@H]1COc2ccccc2O1,NOLYDRWVAQOLDK-XUJVJEKNSA-
CNP0539480.1,COc1ccc([C@H]2C[C@H](NS(=O)(=O)c3ccc(C)cc3)C[C@@H]2C(=O)N2CCN(C)CC2)cc1,UUMPABYDZWQNCW-ZTCOLXNVSA-
CNP0407167.1,COc1ccc(S(=O)(=O)CCN/C(C)=C2\C(=O)C=C3Oc4c(C(C)=O)c(O)c(C)c(O)c4[C@@]3(C)C2=O)cc1,LNMNMFRBSRSSKM-LZNHGYHVSA-
CNP0090996.0,C=C1C=C(CCc2ccc(OC)cc2)Cc2ccc(O)cc12,KULKGOAAWOKKMP-UHFFFAOYSA-
CNP0241303.1,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC/C(C)=C\C(=O)O,KFWGTOAALSCZHD-UPRGZSTGSA-
CNP0242657.1,O=C(O)c1cc(O)c(O)c(O)c1Oc1c(O)cc2C(=O)OC[C@H]3O[C@H](O)[C@@H]4OC(=O)c5c(c(O)c(O)c(O)c5)-c5c(O)c(O)c(O)cc5C(=O)O[C@H]4[C@@H]3OC(=O)c3c(c(O)c(O)c(O)c3)-c2c1O,YIAIIQIQNCQMBZ-OTRJOQGQSA-
CNP0116965.2,CCCCC[C@@H](CC(=O)CCc1ccc(O)c(OC)c1)OC,FBIPGCRLBUAKTF-INIZCTEOSA-
CNP0529921.1,C[C@H]1C[C@@](O)(CC(=O)O)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C[C@H]3O[C@H]2O1,GKDVSIXIYJAZEN-HWIBFZOPSA-
LTS0056969,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,HRYLQFBHBWLLLL-AHNJNIBGSA-
CNP0011834.1,Cc1ccc(S(=O)(=O)Nc2nc3c(C[C@@H]4[C@](C)(CO)[C@H](O)CC[C@@]4(C)[C@@H]3CC(=O)N3CCOCC3)s2)cc1,UZKRJPMXYOPGMU-XXRFDWDESA-
LTS0117662,CCc1c(OC)oc(CCCCCCCCCC(C)O)c(C)c1=O,SGIFMADMFIWPSQ-UHFFFAOYSA-
CNP0451566.3,C[C@H](CCC[C@@H](CO)COS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H]([C@H](O)C[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,JKQSSLFLFNUUNX-JQTBUAEGSA-
CNP0214511.2,C=C(C)[C@@H](C)CCC(C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,HCUKNXBLSIDEJS-HBTLXGFXSA-
CNP0536582.1,CNC[C@H](O)[C@H]1C[C@@H](/C(=C\C(=O)O)[C@H](C[C@H]2CCc3cc4ccc(CC=O)cc4cc3[C@@H]2CCC[C@H](N)CC[C@H](C=O)CCCO)NC2=NC=CC2)N=C(N)N1,MZARTEKNTIVMNF-XDXPKMCKSA-
CNP0494782.1,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,WEILTHNVZIXVFJ-SMWREMLRSA-
CNP0298927.1,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,LLEMMFPELBNINR-SKYGPZSASA-
CNP0532493.1,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,KMXCXZGPKXMYER-ZJHNNUDUSA-
CNP0501980.4,CCCN1C(=O)[C@H]2[C@@H](C(=O)Nc3cccc(SC)c3)[C@H]3C=C[C@@]2(O3)[C@H]1C(=O)NC1CCCCC1,HSBJQRJUDIKGQN-IPPNUHETSA-
CNP0265586.3,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](Oc2ccc(Cl)cc2)O[C@H](CI)[C@H]1OC(C)=O,JYQSZRQLYLAOEK-SFFUCWETSA-
CNP0093089.0,CCC(=O)C=CCC=C(C)C,QFGBSMZKZAHNKE-UHFFFAOYSA-
CNP0105786.0,CCC1=CC(=O)C=C(OC)C1=O,LZTWXXJTDLQTAT-UHFFFAOYSA-
CNP0456037.3,CC(C)[C@]1(C(=O)O)CC[C@@](C)(C(=O)O)O1,LZIXTQVXBKQFGI-UWVGGRQHSA-
CNP0081421.1,C=C(C)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3C=C[C@]45OC[C@]3(CC[C@]12C)[C@@H]4CC[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O)C5(C)C,QFMGCFIFVIVJLB-IIAZFEKKSA-
CNP0338513.1,CC(C)[C@@H]1C(=O)N(c2ccccc2)[C@@H]1c1ccccc1,DIJQEEWCPMNTAW-DLBZAZTESA-
CNP0196605.1,COC1C[C@@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](O)C[C@]5(O)C4CC[C@@H]3C2)OC(C)[C@H]1O,ROKXRURUBUVHBD-XWHZSANESA-
CNP0540645.1,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,UISVEXKWAMDMKX-JDFQBTJKSA-
LTS0065950,COc1cc(C2Cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)O2)cc(OC)c1OC,MJWZLKCDHYQYPT-UHFFFAOYSA-
CNP0165046.1,C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3[C@H](O)[C@@H](O)[C@]3(C)[C@@H]([C@@H](C)O)CC[C@]43O)C2)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,UNWBBBCIZYEGIZ-CTKGXCDPSA-
LTS0126557,CO[C@H]1O[C@@H]2C=C(C)[C@H]3C[C@@H]2[C@]13CC(=O)CC(C)C,MCUOTNFFHWLCLN-DGADGQDISA-
LTS0030942,C=C(CCC(C)C1CCC2(C)C3=C(CC(O)C12C)C1(C)CCC(OC(=O)CC(=O)OC)C(C)(C)C1CC3)C(C)C(=O)O,VATQJYHZJDBTRN-UHFFFAOYSA-
CNP0312885.1,COc1cc2c(cc1O)[C@H](Cc1ccc(O)c(Oc3cc4c(cc3OC)-c3c(OC)c(OC)c(OC)c5c3[C@H](C4)N(C)CC5)c1)N(C)CC2,LYWQLDHXGWXMKR-NSOVKSMOSA-
CNP0273414.4,CC(=O)OC[C@]1(C)[C@H]2CC[C@@]3(C)c4cocc4CC[C@@H]3[C@@]2(C)CC(=O)[C@@H]1OC(C)=O,QADJOKWXGQGSAA-RXOWOHSCSA-
CNP0200008.4,C=C(C)[C@H](C/C=C1/C(=O)OC[C@@H]2C(=C)CCC=C(C)CC[C@@H]12)OC(C)=O,ZQNYFJWSDUYQGB-SEZTVNQRSA-
LTS0264081,C=CC(C)(O)CC(C=C(C)CCC=C(C)C)OC(=O)CC(C)C,ZRAJVUKKOQZPOA-UHFFFAOYSA-
CNP0401283.3,COc1ccc(OC)c(NC(=O)NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,XROJELMJOPWTCH-PIZZNKLWSA-
CNP0217397.5,O=C1[C@H]2[C@@H](C(=O)N1Cc1ccc3OCOc3c1)[C@@]1(N[C@@H]2Cc2ccc(O)c(O)c2)C(=O)Nc2ccccc21,ZQPXWJIOSBNZKO-JFRXHZBCSA-
CNP0404383.1,COC(=O)[C@@H](C)NC(=O)[C@H]1CN(S(=O)(=O)c2ccccc2)CCN1C(=O)NC1CCCCC1,UTEZVPKSNDQYFM-VQIMIIECSA-
CNP0590000.0,c1cc2c[n+](c1)CCCCCCCCCCc1ccc[n+](c1)CCCCCCCC2,ZQZGNFLVTCJGIF-UHFFFAOYSA-
