ids,smiles,inchikey_wo_last
CNP0249812.1,CC(C)=CCC[C@@H](C)[C@H]1CCC2=C3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,QGPKBOWNYROFNQ-LSYKYTPDSA-
LTS0086267,O=Cc1c2C(O)CCn2cc1,QJXKHTIRIREIAG-UHFFFAOYSA-
CNP0173739.0,CC(C)=CCc1cccc2c1[nH]cc2C(C=C(C)C)C1C=C=C=C=C=CC1N,JCVMSAVEYTUMSJ-UHFFFAOYSA-
CNP0205763.4,COc1ccc(-c2c(O[C@@H]3O[C@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]4O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)c(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(CC=C(C)C)c3o2)cc1,KNAXSPPRLXJPMK-UCCUXMLLSA-
LTS0205377,COC(=O)C1=COC(O)C2C1C(O)C1OC12C,DBSFXQQYSTYAIT-UHFFFAOYSA-
CNP0585658.2,CC1O[C@@H](OCC2O[C@@H](Oc3cc4c(O)cc(O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)cc4[o+]c3-c3ccc(O)cc3)C(O)[C@@H](O)[C@@H]2O)[C@@H](O)C(O)[C@H]1O,YLDCMQANDYWCRU-AGRBKUPRSA-
LTS0221341,C=CC(O)C#CC#CC[C@H]1O[C@H]1CCCCCCC,GVLDSGIQZAFIAN-LRUHZDSUSA-
CNP0553993.1,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)C4/N=C(/O)c5csc(n5)C([C@](C)(O)[C@@H](C)O)/N=C(\O)[C@H]5CSC(=N5)C(=C/C)/N=C(\O)C(C(C)O)/N=C(\O)c5csc(n5)[C@]3(CC2)/N=C(/O)[C@H](C)/N=C(/O)C(=C)/N=C(/O)C(=C)/N=C(/O)C(C(C)C)NC2C=Cc3c([C@@H](C)O)cc(nc3[C@H]2O)C(=O)OC4C)n1)C(N)=O,AKFVOKPQHFBYCA-VQPZGYNCSA-
CNP0222527.18,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c(O)c12,ODBRNZZJSYPIDI-FLXYZCAYSA-
CNP0445148.1,CN1CC[C@@H]2C3=C(CC(C)(C)CC3=O)N(Cc3ccccc3)[C@H]2C1,FSJFZMHXOCVSDB-WMZOPIPTSA-
CNP0562675.0,C1=CC2c3c(CCN2Cc2cnccc12)c1ccccc1[nH]3,VKWWKAFGUOEDMJ-UHFFFAOYSA-
CNP0554571.0,CCCCCCCCCCCC(=O)Nc1cc(NC(=O)CCCCCCCCCCC)cc([N+](=O)[O-])c1,KRUUVCFDLXWJQB-UHFFFAOYSA-
CNP0030702.1,CCCNC(=O)C[C@@H]1CCN(C(=O)C2CC2)C[C@@H]1CC,WCNRILQBJLJSRS-JSGCOSHPSA-
CNP0504528.1,C=C(C)C(=O)CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,YEJPXXGWBGULEA-GULAJQBHSA-
CNP0588808.0,COc1ccccc1C(=O)Nc1ccc(O)c(-c2nc3cc(C)ccc3o2)c1,DEJOLOBDDFFDTH-UHFFFAOYSA-
CNP0084168.2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,WZZUIUAEONPKOS-RWYGWLOXSA-
CNP0122078.2,CC(C)C1=CC23CC[C@H]4C(C)(C)CCC[C@]4(CO2)C3=C(O)C1=O,UXYAZXBEJDOGCG-JUPPYLHDSA-
CNP0523808.0,NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)CN)C(=O)O,KFMBRBPXHVMDFN-UHFFFAOYSA-
CNP0568861.0,COc1cc(O)c(Cc2ccccc2O)c(O)c1C(=O)C=Cc1ccc(O)cc1,PUVDYELVPACRFH-UHFFFAOYSA-
CNP0290248.1,Oc1c2CCN[C@@H]3Cc4ccccc4-c(c23)c2c1OCO2,CBHABFQDMCRWKQ-GFCCVEGCSA-
CNP0107709.1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,MNXKJUIVPWUWOP-VUHACDOYSA-
CNP0329892.1,C/C1=C/C=C/[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@@H](C)/C=C(/C)C(=O)c2c(O)c(C)cc3c2C(=O)C=C(NC1=O)C3=O,VSPVHUGKIRWWKU-RKABSEKTSA-
CNP0512922.1,COCc1cn(C[C@H]2OC[C@H](O)[C@H]2NCc2ccc(S(C)(=O)=O)cc2)nn1,JPQZIKKEAPZWKG-GVDBMIGSSA-
CNP0603946.1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,JYTNQNCOQXFQPK-MRXNPFEDSA-
CNP0233093.16,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)C(C)(C)[C@H]5CC[C@]43C)[C@@H]12,ACWNTJJUZAIOLW-LJGRKZSKSA-
LTS0064814,C=C1C(=O)OC2C3OC(C)(CCC(OC(C)=O)C3CO)CC(OC(=O)C(=CC)CO)C12,YKVCJTRWZUQRKG-UHFFFAOYSA-
CNP0489301.1,CCc1cn2ccc3c4c(OC)cccc4nc-3c2cc1C1=CN2c3ccccc3[C@]34CCN5C/C(=C/C(=O)O)[C@H](C[C@H]53)[C@H]([C@H]24)[C@H]1O,BAOFYTRCQGOFJD-IAPOMMDKSA-
CNP0229948.2,CC(=O)OC[C@@]12[C@@H](OC(C)=O)CC[C@@H](C)[C@]13OC(C)(C)[C@H]([C@@H](O)[C@@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O,UVVDUZUSIXBUAK-LLWUNBJKSA-
CNP0348509.0,COc1ccc2CC3NCCC45c2c1OC4C(=O)CCC35O,RIKMCJUNPCRFMW-UHFFFAOYSA-
LTS0069024,C=C1CC2OC(C3C(C(C)C)CCC(=C)C23)C(C)(OC(C)=O)CCC1OC(C)=O,VELCYHJGXHSUIL-UHFFFAOYSA-
CNP0259080.3,Cc1coc2c1C[C@@]1(C)[C@H](CCC[C@@H]1C)C2=O,KLLSQGNSOCVVAN-JVLSTEMRSA-
CNP0192159.2,CC(=O)O[C@H]1C=C[C@@]2(O)[C@@H](C)CC[C@H]3[C@H](C)C(=O)O[C@H]3[C@]12C,DZVYPGSJYATFHF-AKVVWJDNSA-
CNP0413440.2,C[C@]12CN3C[C@](C)(C[N@@](C1)[C@H]3C1CCCC1)C2=O,IPDHULXWTDFBAD-XMQYKBBCSA-
CNP0204276.4,O=c1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,BDCDNTVZSILEOY-BQCJVYABSA-
CNP0152862.0,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,WWJZWCUNLNYYAU-UHFFFAOYSA-
CNP0081075.1,CC[C@H](C)CCCCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,PKYKIQVOHLVTOP-MHZLTWQESA-
LTS0039610,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)OC6OC(CO)C(O)C(O)C6O)C5CCC43C)C2C1,TVPUQKWTPSAXEH-UHFFFAOYSA-
CNP0227389.3,N#C[C@@H](O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,RSMOYVJMDHSTEV-YOVYLDAJSA-
CNP0557215.1,CCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCC(C)CC,ADZWQWLGTZKSKR-FFXSEXPZSA-
CNP0249206.1,CC(O)C(NC(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(=O)O,SYJFEZXIMZBLMC-DUAMCYRASA-
CNP0371729.0,COc1cc(CNC(=O)CCCC=CC(C)C)ccc1O,UTNZMGHHFHHIAY-UHFFFAOYSA-
CNP0321135.0,CC(C)=CCc1c(O)c2c(Oc3cc(O)c4OC(C)(C)C=Cc4c3OC2=O)c2c1OC(C)(C)C=C2,CVMJDWJRAHZHBP-UHFFFAOYSA-
CNP0580410.1,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,QNLNVEYSOPGKRI-UQHKZVJTSA-
CNP0169393.1,C[C@H]1OC(O[C@@H]2C(C(=O)O)O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)C3(C)C)[C@@H](O)C2O)[C@@H](O)[C@@H](O)[C@@H]1O,XBVOZSJFNAJUFL-QFHAMKMBSA-
CNP0007669.1,O[C@@H]1CCN(Cc2nc(C3(O)CCN(C4CCOCC4)CC3)cs2)C1,BRDAJVJSFAIGNP-OAHLLOKOSA-
CNP0122550.1,O=C(C[C@@H]1NC(=O)N(Cc2ccc3OCOc3c2)C1=O)NCCc1ccccn1,WMSAKTRKDYJMFG-HNNXBMFYSA-
CNP0462544.1,CCOc1ccc(N2C(=O)[C@@H]3[C@H]4c5ccccc5[C@H](c5cc(C(C)C)ccc54)[C@@H]3C2=O)cc1,PSXNPBQOANRYIK-YAOOYPAMSA-
CNP0075805.4,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=C[C@H]2NC(=O)C1,QKJHMSVYYFCUJP-VSTUCIPNSA-
CNP0279721.2,COC(=O)[C@]12CC[C@@]3(C)[C@@H]4C=CC(=O)OC[C@]4([C@@H](C)O)C[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O,MYRCCYOWAVWIKR-FLNBIISDSA-
CNP0329914.0,CCC1CC2CC3c4c(CCN(C2)C13)c1cc(O)ccc1[nH]4,RAUCDOKTMDOIPF-UHFFFAOYSA-
CNP0581690.1,C=C1C(=O)O[C@@H]2/C=C(/C)CC[C@H]3O[C@@]3(C(=O)OC)[C@H](O)[C@@H](OC(=O)[C@@H](C)CC)[C@@H]12,GZKYSTIHJQJUQC-RGDNQWGASA-
CNP0303595.1,CCCC(=O)O[C@H]1CC/C(C)=C\[C@@H]2OC(=O)[C@@]3(C)O[C@]23[C@@H](OC(C)=O)[C@H]2[C@@H](C)[C@@H](OC(C)=O)C[C@H](OC(C)=O)[C@@]21C,GEFWVDAOTHTQLI-GYZRNNATSA-
CNP0133525.2,O=C(O)CCCN1C(=O)[C@H]2Cc3ccccc3CN2C1=O,BRQRMIRAILXDSV-GFCCVEGCSA-
CNP0192322.5,C[C@@H]1[C@@H](O)C23OC2([C@H](O)c2c(O)cccc2C3=O)[C@@H](O)[C@]1(O)C(=O)[C@H]1O[C@@H]1C,ZGZVMKCZHDIFQA-VWVBBELMSA-
CNP0547566.1,C=C1[C@H](O)CC[C@H]2[C@](C)(CC/C(C)=C/C[n+]3cn(C)c4ncnc(N)c43)[C@@H](C)CC[C@@]12C,VVRFXPZHQHNJQY-SCPKEGHCSA-
LTS0258980,CC(C)(C=CCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1(C)CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C)OO,PBFIYQQMINPDQU-UHFFFAOYSA-
CNP0550123.1,C=C(CO)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5[C@H](O)C[C@]43C)[C@@H]12,NDVFOTDLUJHGIR-CWSOLWDWSA-
CNP0478896.0,COc1ccccc1C(=O)NC(=Cc1ccccc1)C(=O)NCCc1c(C)[nH]c2ccccc12,DQNFMUPGDAJIBJ-UHFFFAOYSA-
CNP0392269.0,CCC(=O)c1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,KUZUTAHZOJAQQT-UHFFFAOYSA-
CNP0274659.1,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3C[C@@H](OC(C)=O)[C@H]4[C@@]5(O)[C@@H](C[C@@]42O[C@]13O)[C@@H]1CN2C[C@@H](C)CC[C@H]2[C@@](C)(O)[C@H]1[C@@H](O)[C@@H]5OC(=O)[C@H](C)CC,JDCJBUJXKILORV-ALXDFGSNSA-
CNP0598470.1,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,ANPUEHYXIOALHJ-SKVAVQSOSA-
CNP0272979.1,CC(C)=CCc1c2O[C@@H](C)C(C)(C)c2c2oc3c(O)c(O)ccc3c(=O)c2c1O,PHPWEGWMDCOEKL-NSHDSACASA-
CNP0267197.2,CCC(C)CCCCCCCCCCC(=O)OC[C@H](O)CO,HLQJYDUSPITBCP-ZYMOGRSISA-
CNP0317477.1,O=C(O[C@@H]1[C@@H](OC(=O)c2cc(O)c(O)c(Oc3cc4c(c(O)c3O)-c3c(cc(O)c(O)c3O)C(=O)O[C@H]3[C@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@H](O)O[C@@H]3COC4=O)c2O)[C@H](O)O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1,OYKFZOYXAMENEC-YICNRKKKSA-
CNP0515680.1,CCCCCC/C=C\CCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(C)/C=C/CCCCCCC,AGFKRWRLAJDUHQ-YHBZXAMRSA-
CNP0071938.0,CCC(C)CCCCCCCC=CCC#N,MCWXJMCJFPSWBN-UHFFFAOYSA-
CNP0183626.1,COc1ccc(C[C@H]2/C(O)=N\[C@@H](C)C(=O)N(C)[C@H]3Cc4ccc(cc4)Oc4cc(ccc4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C[C@@H](/C(O)=N\[C@H](C)/C(O)=N\[C@@H](CO)C(=O)N2C)N(C)C3=O)cc1,FAHSQQJARZIARU-UZNTZRCOSA-
CNP0228574.2,COc1cc2c(C(=O)C[C@](O)(c3ccccc3)O2)c(O)c1OC,GDGDGXJBOLVFBL-QGZVFWFLSA-
CNP0495309.1,CCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,QBHXPHFQDQOMJV-KDXMTYKHSA-
CNP0120380.1,CC(=O)CCCCCCCCCCCCCC(/C=C1/C(=O)O[C@H](c2ccc(O)c(O)c2)[C@H]1O)C(C)C,HVDVERVZWSJPCB-OTINQVDOSA-
LTS0025382,C=C(CCC(C)C1CCC2C3CC=C4CC(O)CC(O)C4(C)C3C(OC(C)=O)CC12COC(C)=O)C(C)C,JELHDZMKFNKHCV-UHFFFAOYSA-
CNP0223680.5,CC1(C)[C@H](Br)CC[C@@]2(C)[C@H]3CC[C@@](C)(O)[C@H](CO)[C@@]3(C)CC[C@H]12,WVAADOIHOIZUJC-SOKRPGPDSA-
LTS0157740,CC1CC[C@]2(O)[C@]3(C)C[C@]4(O)O[C@@]2(C1O)[C@]1(O)[C@@]3(O)C[C@](O)(C(C)C)[C@@]14C,TVHZPQAYPSOHQT-CXYIDBDESA-
CNP0214037.2,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CCC4[C@@H](C[C@H]5[C@H]4CC(=O)[C@H]4C[C@@H](O)CC[C@@]45C)[C@@H]3CN2C1,MWBJDDYEYGDWCZ-HGCWAZHVSA-
CNP0524753.1,[C-]#[N+][C@@]1(C)CC[C@H]2[C@H]3[C@@H](C(=C)CC[C@H]31)[C@H](CC(C)(C)N=C=S)C[C@@H]2C,HEVMYYRAJZZCPU-FASAMWFTSA-
CNP0012670.1,CC(C)NC(=O)N[C@H]1C[C@@H](c2nc(-c3ccc4OCOc4c3)no2)N(C)C1,UZHKUTACUHRTTJ-STQMWFEESA-
CNP0316601.0,COc1cc(O)ccc1-c1coc2cc(O)ccc12,IVYVKQJIIWGEFH-UHFFFAOYSA-
CNP0145591.2,CC[C@H](C)[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CNC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,BGIIBDKAZHSXJX-MXWGVWJLSA-
CNP0412552.1,COc1ccc([C@@H](CC(=O)NCC(=O)O)NC(=O)CCc2c(C)c3ccc(OC)c(C)c3oc2=O)cc1OC,HRPQDVLMESEMGF-HXUWFJFHSA-
CNP0315962.1,CCC[C@@H]1[C@@]2(OC(=O)c3c(CCCN)cccc32)[C@@]23CCC4=C[C@@]12C(=O)OC3=CC[C@@H](C)[N@@]1C[C@H]2C[C@@H](C1)[C@@H]1C=CC3=C([C@H]4C[C@@H](C)C3)N1C2,CCWBELPRLTZLGQ-BIAPTKRASA-
CNP0380214.0,C=C(C)COc1ccc2C(=O)C(=Cc3cc(OC)c(OC)c(OC)c3)Oc2c1,AQOMMKMSLNJVSZ-UHFFFAOYSA-
CNP0564454.0,CCOC1(O)Oc2ccc3ccccc3c2C2N=C(O)N(C)C(C)=C21,BYSBMFGSGXRFEG-UHFFFAOYSA-
CNP0516483.1,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCC,VWRBIQZMPNKRFD-UCHJTUJVSA-
LTS0124230,COC1CC2C(C)(C)CCCC2(C)C2=C1C(=O)C(C(C)COC(C)=O)=C(O)C2=O,FXLBANRZZCQZSC-UHFFFAOYSA-
LTS0015772,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)C(O)C(O)C1O,NPOLNOGRUIDOKL-UHFFFAOYSA-
CNP0092796.1,COCCC(=O)N[C@H]1CC[C@]2(C)CC[C@H]([C@H](C)C(=O)N3CCC[C@@H]3COC)[C@H](O)[C@H]2[C@@H]1C,UHFKRQWXMSOFQO-AFYWXGGBSA-
CNP0137751.0,Cc1c(COc2ccc3ccc(=O)oc3c2)cc(C(=O)O)o1,ZRNJAOMUWYEWJY-UHFFFAOYSA-
LTS0269555,CC(CCC1(C)C(C)CCC2(C)C1CC(O)C(O)C2(C)O)CC(=O)O,VRPNZVDXTVMWKI-UHFFFAOYSA-
CNP0535399.0,O=CC(NC(=O)C1CCC(O)=N1)C(O)C(O)C(O)CO,YIMATNRWPCRPAU-UHFFFAOYSA-
CNP0396150.2,O=C(O)[C@@H]1CCCN2CCCC[C@H]12,ZYQJGZAVMHNFNY-RKDXNWHRSA-
CNP0395496.1,CC(C)[C@H]1OO[C@]2(C)CC[C@@H]3[C@@H](C)CC[C@]13C2,CVLOTRRVFUWEST-NJVJYBDUSA-
CNP0228027.4,C=CCC1=C[C@]2(OC)C(=O)[C@H](C1=O)[C@H](c1ccc(O)c(OC)c1)[C@@H]2C,QPJPDAWUDLZIDJ-ZUVQBVFVSA-
CNP0148509.1,CC(C)C(=O)N1C[C@@H]2COCCN2C2(CN(CC3CCOCC3)C2)C1,KROYBHJIKHXSSI-QGZVFWFLSA-
CNP0012877.1,O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccncc2)C1,WYXFRKMCTHLIHO-CVEARBPZSA-
CNP0571831.3,CC12c3ccccc3C(c3ccccc31)[C@H]1C(=O)N(c3ccccc3[N+](=O)[O-])C(=O)[C@H]12,HTPGJUNMOFOBDJ-LQDNNDEMSA-
CNP0350759.1,C=C1C(=O)O[C@@H]2C3[C@@]4(C)CC[C@@]3(OO4)[C@](C)(O)C[C@H](OC(=O)C=C(C)C)[C@@H]12,UZTVRQCUOHSNPN-COACSPIUSA-
CNP0079779.0,COc1ccc(-c2coc3c(O)c(OC)ccc3c2=O)cc1,RRCYPDDIDYVEIW-UHFFFAOYSA-
CNP0212766.1,C/N=C(\NC)NCCC/C=C/CCC[C@H](C)[C@@H]1OC(=O)/C(C)=C/C=C/[C@H](C)[C@@H](O)C[C@H](O)[C@@H](C)[C@H](O)CC[C@H](C)[C@@H](O)C[C@@]2(O)O[C@@H](C[C@@H](OC(=O)CCCCC(C)C)C[C@H](O)C[C@@H](O)C[C@H](O)/C(C)=C/C=C/[C@H]1C)C[C@@H](O)[C@@H]2O,BRLHILFTNILTRK-HIXDIEEISA-
CNP0147948.1,CC(=O)NC[C@@H](O)P(=O)(O)O,KYUPVSSKTOHMCL-BYPYZUCNSA-
LTS0085081,CC1(O)CC(=O)c2c(O)cc(OC3OC(COC(=O)C4=CCC(C(C)(C)O)CC4)C(O)C(O)C3O)cc2O1,BNOXWGIIFHBMQJ-UHFFFAOYSA-
CNP0277558.1,COc1cc2c(cc1O)CC#C[C@H]([C@H](O)CCCC1([C@@H]3CN[C@@H]4CC(=O)CC[C@@H]4C3)CCCC1)C(=O)CC2,PMKNJFNUWXQJHZ-ZQLSISGGSA-
CNP0486937.2,CCC=CCC=CCC=CCC=CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,SQOJMBITSSDGAU-HUESYALOSA-
CNP0583530.0,CCC(C)C1N=C(O)CN=C(O)C2Cc3c([nH]c4cc(O)ccc34)SCC(N=C(O)CN=C1O)C(O)=NC(CC(N)=O)C(=O)N1CC(O)CC1C(O)=NC(C(C)C(C)O)C(O)=N2,JPQAXLYDHQQGBO-UHFFFAOYSA-
CNP0364542.1,CC(=O)OC[C@]12COC(c3cccnc3)C(C(C)=CC1C)[C@H]2C,LANFJOBBEPUSIU-VSZFVKLUSA-
CNP0204399.9,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,QUZHZFAQJATMCA-JKJPVPFHSA-
CNP0250015.1,O=C(/C=C/c1ccc(O)cc1)CO[C@H]1C=C(CO)[C@@H]2[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@@H]21,YAFYBFSLPZDBJX-HYYDYYKFSA-
CNP0225042.11,CC(C)(O)[C@@H]1OC[C@H]([C@@H]2CC[C@]3(C)C4=CC[C@@H]5C(C)(C)C(=O)CC[C@]5(C)[C@@H]4CC[C@]23C)C[C@@H]1O,RNETYSXHFSDFMM-BSHDTPKASA-
CNP0263784.0,COc1c(OC)c2c(SSSSS2)c(CCN)c1SC,RKTHEWLKRBBRHI-UHFFFAOYSA-
CNP0222609.1,C1=C\[C@H]2C[C@@]34C[N@@]5CCCC/C=C\CCc6cc(c(o6)[C@@H]3N2CCCC/1)[C@@H]4CC5,VPRVZLLGJDUVDH-FKLLLFIRSA-
CNP0307483.0,CC(C)=CCCC(C)=CCOc1cc(O)c2c(=O)c3c(O)cc(C)cc3oc2c1,QVIUVRLKQOTQKE-UHFFFAOYSA-
CNP0113776.2,Oc1ccc([C@H]2[C@@H]3c4cc(O)cc(O)c4[C@H](c4ccc(O)cc4O)[C@H]2c2cc(O)cc(O)c23)cc1,GNSJZCNHHBQAHE-WHHDSKRTSA-
LTS0198752,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,GJBJLHKOGRMROK-GFKGLIKBSA-
CNP0538364.1,CCCCC[C@H]1C[C@H](O)[C@@H]2CCc3c(ccc(O)c3OCc3cc(C4(c5ccccc5)CCOCC4)cc4cn(cc34)-c3nc(N)ccc3CO1)C2,HEDALWIIUGGUFS-JAYPBYSESA-
LTS0222206,COC1(Cc2ccc(O)cc2)C(=O)OC(C(O)CO)C1=O,VNGFZEKVMHJXNA-UHFFFAOYSA-
LTS0047232,CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C(O)CCC23C)C1(C)C,ZGNOIQYKSQVEAL-UHFFFAOYSA-
CNP0164658.1,CC[C@@H](C)C[C@H](O)c1cc(=O)c(CO)co1,VWXRIXPWCVYPKR-KCJUWKMLSA-
CNP0546784.1,CC(=O)N[C@H]1C[C@H]2CN(C)[C@@H](CNC(=O)C3CC3)C(=O)N2C1,MQTAPGCWBDRQAT-AVGNSLFASA-
CNP0180404.1,C/C=C1/C[N@@+]2(C)[C@H]3C[C@@H]1[C@@H](CO)[C@@H]2Cc1c3n(C)c2ccccc12,NQYKYRWKFOXENE-NJAAHVQQSA-
CNP0588869.1,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC1C=CC(N)C=C1)C(=O)NC(CCC(=O)O)C(=O)O,BXNJXTXWRORMTB-IFBYSBOGSA-
CNP0179521.0,COc1cc2c(cc1OC)CC(=O)N(CCC(=O)NCCc1ccccc1)C=C2,YASRQTINRNDVTO-UHFFFAOYSA-
CNP0525947.1,CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)/N=C(\O)[C@H](C)OC(=O)[C@@H](C(C)C)/N=C(/O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)/N=C(\O)[C@H](C)OC(=O)[C@@H](C(C)C)/N=C(/O)[C@@H](CC(C)C)OC(=O)[C@H](C(C)C)/N=C(\O)[C@H](C)OC(=O)[C@@H](C(C)C)/N=C/1O,KVJGVUIUGIEWCD-RPUMXUQMSA-
LTS0047948,C=CC(C)(C)C12CCN(C)C1Nc1cc(Br)c(CC=C(C)C)cc12,FGDLDCKUPXVIGT-UHFFFAOYSA-
LTS0013296,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BRUCAPJYOAHCMZ-VYDJUYQOSA-
